"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","X..COLLECTION","TAXON","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","variant"
"1202","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2461-1985*A","Tsuga canadensis 'Jeddeloh'","Tsuga canadensis 'Jeddeloh'","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-H2","3"," "," "," ","Pinaceae","Jeddeloh'"
"1203","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1581-2007*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière Abbotsford Inc. "," ","PT","JPRE-ERS","1"," "," "," ","Pinaceae",""
"1204","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1967-2001*B","Tsuga canadensis","Tsuga canadensis","G","Pépinière La Samare, Qc"," ","PT","JPRE-ERC","4"," "," "," ","Pinaceae",""
"1205","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1650-1956*C","Tsuga canadensis","Tsuga canadensis","G","J.P. Gariépy, L'Epiphanie."," ","PT","JSOU-I1","1"," "," "," ","Pinaceae",""
"1206","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1757-1995*A","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JJAP-T4","1"," "," "," ","Pinaceae","Geneva'"
"1207","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2145-1992*B","Tsuga canadensis 'Lustgarten Creeping'","Tsuga canadensis 'Lustgarden Creeping'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JSOU-Q7","1"," "," "," ","Pinaceae","Lustgarten Creeping'"
"1208","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*K","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JSOU-G2","1"," "," "," ","Pinaceae",""
"1209","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1927-2018*A","Tsuga canadensis","Tsuga canadensis","U","Arbre prélevé, JBM"," ","PT","JSOU-K5","1"," "," "," ","Pinaceae",""
"1210","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1982-2000*A","Tsuga canadensis","Tsuga canadensis","W","Viola, Stefano","Canada: Québec: Terrebonne Co.: Saint-Jérôme. Stefano Viola s.n. 19 Sep 2000.","PT","JPRE-ERS","3"," "," "," ","Pinaceae",""
"1211","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1835-1986*C","Tsuga canadensis 'Gentsch White'","Tsuga canadensis 'Gentsch White'","G","Wildwood Gardens, Chardon, Ohio. Par: D. Easterbrook"," ","PT","JALP-A","1"," "," "," ","Pinaceae","Gentsch White'"
"1212","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1197-1992*A","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Pépinière Brossard, Ville de Brossard, Québec."," ","PT","JCHI-J","1"," "," "," ","Pinaceae","Geneva'"
"1213","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*F","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JSOU-H2","1"," "," "," ","Pinaceae",""
"1214","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"771-1997*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière de Terrebonne, Ville de Montréal. Plantation à l'aut. 1996, (cour Maison de l'arbre)"," ","PT","JMAI-COUR","7"," "," "," ","Pinaceae",""
"1215","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1650-1956*B","Tsuga canadensis","Tsuga canadensis","G","J.P. Gariépy, L'Epiphanie."," ","PT","JSOU-C3","1"," "," "," ","Pinaceae",""
"1216","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1965-2000*A","Tsuga canadensis","Tsuga canadensis","W","Viola, Stefano","Canada: Québec: Terrebonne Co.: Terrebonne. Stefano Viola s.n. 25 May 2000.","PT","JPRE-ERS","1"," "," "," ","Pinaceae",""
"1217","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1650-1956*A","Tsuga canadensis","Tsuga canadensis","G","J.P. Gariépy, L'Epiphanie."," ","PT","JSOU-C3","1"," "," "," ","Pinaceae",""
"1218","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1967-2001*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière La Samare, Qc"," ","PT","JPRE-ERB","3"," "," "," ","Pinaceae",""
"1219","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1268-2000*A","Tsuga canadensis 'Dawsonia'","Tsuga canadensis 'Dawsonia'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-ROC","1"," "," "," ","Pinaceae","Dawsonia'"
"1220","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2283-1998*D","Tsuga canadensis","Tsuga canadensis","G","Existants au Jardin Japonais, sans no. d'enregistrements."," ","PT","JJAP-L3","1"," "," "," ","Pinaceae",""
"1221","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1757-1995*G","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-R","1"," "," "," ","Pinaceae","Geneva'"
"1222","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2283-1998*B","Tsuga canadensis","Tsuga canadensis","G","Existants au Jardin Japonais, sans no. d'enregistrements."," ","PT","JJAP-L2","2"," "," "," ","Pinaceae",""
"1223","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"115-1996*B","Tsuga canadensis","Tsuga canadensis","G","Provient de la production de Giorgio Nanni, horticulteur retraité du JBM"," ","PT","JSOU-B3","1"," "," "," ","Pinaceae",""
"1224","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"115-1996*A","Tsuga canadensis","Tsuga canadensis","G","Provient de la production de Giorgio Nanni, horticulteur retraité du JBM"," ","PT","JSOU-B3","1"," "," "," ","Pinaceae",""
"1225","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*E","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JJAP-L2","1"," "," "," ","Pinaceae",""
"1226","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1757-1995*B","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JALP-5","1"," "," "," ","Pinaceae","Geneva'"
"1227","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1601-1968*A","Tsuga canadensis","Tsuga canadensis","G","Sheridan Nurseries Ltd., St-Laurent, Qc"," ","PT","JPRE-ALP","2"," "," "," ","Pinaceae",""
"1228","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"990-1998*A","Tsuga canadensis 'Geneva'","Tsuga canadensis 'Geneva'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-13CTR","2"," "," "," ","Pinaceae","Geneva'"
"1229","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2115-2008*A","Tsuga canadensis","Tsuga canadensis","U","Du JBM de provenance inconnue"," ","EX","JQUE-2","1"," "," "," ","Pinaceae",""
"1230","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"1341-1996*I","Tsuga canadensis","Tsuga canadensis","G","De Pépinière Giorgio Nanni, hort. retraité.Les Cèdres (Québec)"," ","PT","JJAP-L2","1"," "," "," ","Pinaceae",""
"1231","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"489-2012*A","Tsuga canadensis","Tsuga canadensis","G","Pépinière Aiglon Inc., Qc"," ","PT","JQUE-1","7"," "," "," ","Pinaceae",""
"1232","Tsuga canadensis","Hemlock",NA,NA,NA,NA,NA,"2449-1988*B","Tsuga canadensis 'Everitt's Golden'","Tsuga canadensis 'Aurea Compacta'","G","Auclair-Frères Inc., Mont St-Hilaire, Qc."," ","PT","JALP-R","1"," "," "," ","Pinaceae","Everitt's Golden'"
"1233","Ulmus americana","Elm",NA,NA,NA,NA,NA,"2177-1998*E","Ulmus americana","Ulmus americana","W","Existants au Jardin Japonais et dans l'arboretum avant la création du JBM (voir obs.)","Canada: Québec: Montréal.","PT","JJAP-N1","1"," "," "," ","Ulmaceae",""
"1234","Ulmus americana","Elm",NA,NA,NA,NA,NA,"1613-2010*A","Ulmus americana","Ulmus americana","U","Du JBM de provenance inconnue"," ","PT","JSOU-A2","1"," "," "," ","Ulmaceae",""
"1235","Ulmus americana","Elm",NA,NA,NA,NA,NA,"1164-2005*D","Ulmus americana","Ulmus americana","U","Jalp Avant 1992"," ","XX","JALP-M","1"," "," "," ","Ulmaceae",""
"1236","Ulmus americana","Elm",NA,NA,NA,NA,NA,"1164-2005*A","Ulmus americana","Ulmus americana","U","Jalp Avant 1992"," ","XX","JALP-M","1"," "," "," ","Ulmaceae",""
"1237","Ulmus americana","Elm",NA,NA,NA,NA,NA,"2177-1998*B","Ulmus americana","Ulmus americana","W","Existants au Jardin Japonais et dans l'arboretum avant la création du JBM (voir obs.)","Canada: Québec: Montréal.","PT","JPRE-PES","1"," "," "," ","Ulmaceae",""
"1238","Ulmus americana","Elm",NA,NA,NA,NA,NA,"2738-1994*B","Ulmus americana","Ulmus americana","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-2","1"," "," "," ","Ulmaceae",""
"1239","Ulmus americana","Elm",NA,NA,NA,NA,NA,"1164-2005*B","Ulmus americana","Ulmus americana","U","Jalp Avant 1992"," ","XX","JALP-M","1"," "," "," ","Ulmaceae",""
"1240","Ulmus americana","Elm",NA,NA,NA,NA,NA,"1164-2005*E","Ulmus americana","Ulmus americana","U","Jalp Avant 1992"," ","XX","JALP-M","1"," "," "," ","Ulmaceae",""
"1241","Ulmus rubra","Elm",NA,NA,NA,NA,NA,"1331-2015*A","Ulmus rubra","Ulmus rubra","W","Viola, Stefano","Canada: Québec: Mirabel. 75 m. 45°10'24.68""N, 73°59'40.19""W. Frédéric Coursol et Stefano Viola s.n. 21 May 2015.","PT","JPRE-ERC","1"," "," "," ","Ulmaceae",""
"1242","Ulmus thomasii","Elm",NA,NA,NA,NA,NA,"1755-1971*C","Ulmus thomasii","Ulmus thomasii","G","Jardin botanique de Montréal - semences cueillies sur 6833-38 U. thomassii"," ","PT","JQUE-4","1"," "," "," ","Ulmaceae",""
"1243","Ulmus thomasii","Elm",NA,NA,NA,NA,NA,"1755-1971*D","Ulmus thomasii","Ulmus thomasii","G","Jardin botanique de Montréal - semences cueillies sur 6833-38 U. thomassii"," ","PT","JQUE-4","1"," "," "," ","Ulmaceae",""
"1244","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*A","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PES","11"," "," "," ","Ericaceae",""
"1245","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1112-2016*A","Vaccinium angustifolium 'Top Hat'","Vaccinium angustifolium 'Top Hat'","G","Pépinière François Lemay Inc."," ","PT","JECO-FRU","5"," "," "," ","Ericaceae","Top Hat'"
"1246","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*G","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PES","2"," "," "," ","Ericaceae",""
"1247","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*E","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PIN","9"," "," "," ","Ericaceae",""
"1248","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1374-2015*A","Vaccinium angustifolium 'Brunswick'","Bleuet nain 'Brunswick'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","mass"," "," "," ","Ericaceae","Brunswick'"
"1249","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1174-1989*B","Vaccinium angustifolium 'Chignecto'","Vaccinium angustifolium 'Chignecto'","G","Pépinière Luc Lareault Inc."," ","PT","JJEU","mass"," "," "," ","Ericaceae","Chignecto'"
"1250","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1623-2008*A","Vaccinium angustifolium","Vaccinium angustifolium","W","Alain Cuerrier, botaniste","Canada: Québec: Tourbière en exploitation, Rivière-du-Loup. Alain Cuerrier s.n. 1 Jul 2001.","PT","JPRE-ARC","1"," "," "," ","Ericaceae",""
"1251","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1374-2015*B","Vaccinium angustifolium 'Brunswick'","Bleuet nain 'Brunswick'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","mass"," "," "," ","Ericaceae","Brunswick'"
"1252","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*B","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PES","15"," "," "," ","Ericaceae",""
"1253","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","959-2016*A","Vaccinium angustifolium","Vaccinium angustifolium","W","Provenance inconnue","Canada: Québec: Covey Hill.","PT","JPRE-PIN","mass"," "," "," ","Ericaceae",""
"1254","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*D","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PES","15"," "," "," ","Ericaceae",""
"1255","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*C","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PIN","7"," "," "," ","Ericaceae",""
"1256","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1810-2015*A","Vaccinium angustifolium","Vaccinium angustifolium","G","La Pépinière Rustique, QC"," ","PT","JPRE-PES","4"," "," "," ","Ericaceae",""
"1257","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1973-2001*F","Vaccinium angustifolium","Vaccinium angustifolium","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-PES","3"," "," "," ","Ericaceae",""
"1258","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1175-1989*B","Vaccinium angustifolium 'Blomidon'","Vaccinium angustifolium 'Blomidon'","G","Pépinière Luc Lareault Inc."," ","PT","JJEU","mass"," "," "," ","Ericaceae","Blomidon'"
"1259","Vaccinium angustifolium","Blueberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1620-2008*B","Vaccinium angustifolium","Vaccinium angustifolium","W","Provenance inconnue","Canada: Québec: Covey Hill.","PT","JPRE-ILE","1"," "," "," ","Ericaceae",""
"1260","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2482-1994*A","Vaccinium corymbosum 'Bluecrop'","Vaccinium corymbosum 'Bluecrop'","G","Achetés en 89, par l'École Louis-Riel,de la Pépinière Luc Lareault. Lavaltrie, Qc."," ","PT","JECO-FRU","3"," "," "," ","Ericaceae","Bluecrop'"
"1261","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2484-1994*A","Vaccinium corymbosum 'Blue Ray'","Vaccinium corymbosum 'Blue Ray'","G","Achetés en 89, par l'École Louis-Riel,de la Pépinière Luc Lareault. Lavaltrie, Qc."," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Blue Ray'"
"1262","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2699-1996*A","Vaccinium corymbosum 'Bluetta'","Vaccinium corymbosum 'Bluetta'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Bluetta'"
"1263","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","873-2017*A","Vaccinium corymbosum [Pink Popcorn] = 'MNPink1'","Vaccinium corymbosum [Pink Popcorn] = 'MNPink1'","G","Pépinière François Lemay Inc."," ","PT","JECO-FRU","3"," "," "," ","Ericaceae","Pink Popcorn] = 'MNPink1'"
"1264","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1414-1997*A","Vaccinium corymbosum 'Northland'","Vaccinium corymbosum 'Northland'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Northland'"
"1265","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2483-1994*A","Vaccinium corymbosum 'Northland'","Vaccinium corymbosum 'Northland'","G","Achetés en 89, par l'École Louis-Riel,de la Pépinière Luc Lareault. Lavaltrie, Qc."," ","PT","JECO-FRU","1"," "," "," ","Ericaceae","Northland'"
"1266","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","917-2017*A","Vaccinium corymbosum [Pink Icing] = 'ZF06-079'","Vaccinium [Pink Icing]","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","1"," "," "," ","Ericaceae","Pink Icing] = 'ZF06-079'"
"1267","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1713-2012*A","Vaccinium corymbosum","Vaccinium corymbosum","W","Viola, Stefano","Canada: Québec: MRC Brome-Missisquoi: Farnham, au nord du chemin Audette, emprise Hydro-Québec. Tourbière, érablière rouge humide. 76 m. 45°14'10.81""N, 72°56'48.95""W. Coursol, F. s.n. 30 May 2012.","PT","JPRE-ERC","3"," "," "," ","Ericaceae",""
"1268","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2700-1996*B","Vaccinium corymbosum 'Northblue'","Vaccinium corymbosum 'Northblue'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Northblue'"
"1269","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2698-1996*A","Vaccinium corymbosum 'Patriot'","Vaccinium corymbosum 'Patriot'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Patriot'"
"1270","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2483-1994*B","Vaccinium corymbosum 'Northland'","Vaccinium corymbosum 'Northland'","G","Achetés en 89, par l'École Louis-Riel,de la Pépinière Luc Lareault. Lavaltrie, Qc."," ","PT","JECO-FRU","3"," "," "," ","Ericaceae","Northland'"
"1271","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2086-2012*B","Vaccinium corymbosum 'Pink Lemonade'","Vaccinium corymbosum 'Pink Lemonade'","G","Pépinière François Lemay Inc."," ","PT","JECO-FRU","3"," "," "," ","Ericaceae","Pink Lemonade'"
"1272","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1385-2015*A","Vaccinium corymbosum 'Polaris'","Bleuet Polaris","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Polaris'"
"1273","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1932-2007*A","Vaccinium corymbosum 'Duke'","Vaccinium corymbosum 'Duke'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Duke'"
"1274","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2700-1996*A","Vaccinium corymbosum 'Northblue'","Vaccinium corymbosum 'Northblue'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","1"," "," "," ","Ericaceae","Northblue'"
"1275","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1413-1997*A","Vaccinium corymbosum 'Northblue'","Vaccinium corymbosum 'Northblue'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Northblue'"
"1276","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","915-2017*A","Vaccinium corymbosum 'Perpetua'","Vaccinium 'Perpetua'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","3"," "," "," ","Ericaceae","Perpetua'"
"1277","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1379-2015*A","Vaccinium corymbosum [Pink Icing] = 'ZF06-079'","Bleuet Pink Icing","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","6"," "," "," ","Ericaceae","Pink Icing] = 'ZF06-079'"
"1278","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","2484-1994*B","Vaccinium corymbosum 'Blue Ray'","Vaccinium corymbosum 'Blue Ray'","G","Achetés en 89, par l'École Louis-Riel,de la Pépinière Luc Lareault. Lavaltrie, Qc."," ","PT","JECO-FRU","1"," "," "," ","Ericaceae","Blue Ray'"
"1279","Vaccinium corymbosum","Bilberry","Tertiary","","",NA,"","1370-2015*A","Vaccinium corymbosum 'Superior'","Vaccinium corymbosum 'Superior'","G","Pépinière Luc Lareault Inc."," ","PT","JECO-FRU","3"," "," "," ","Ericaceae","Superior'"
"1280","Vaccinium macrocarpon","Cranberry","","","",NA,"","1592-1973*A","Vaccinium macrocarpon","Vaccinium oxycoccos","W","Jardin botanique de Mtl, Qc.","Canada: Farnham. s.n. 1 Jul 1971.","PT","JAQU-E","mass"," "," "," ","Ericaceae",""
"1281","Vaccinium macrocarpon","Cranberry","","","",NA,"","1673-2005*A","Vaccinium macrocarpon","Vaccinium macrocarpon","U","Ross Greenberg (SPARQ)"," ","PT","JALP-1","3"," "," "," ","Ericaceae",""
"1282","Vaccinium macrocarpon","Cranberry","","","",NA,"","1412-1997*A","Vaccinium macrocarpon 'Ben Lear'","Vaccinium macrocarpon 'Ben Lear'","G","Pépinière Abbotsford Inc. "," ","PT","JECO-FRU","2"," "," "," ","Ericaceae","Ben Lear'"
"1283","Vaccinium macrocarpon","Cranberry","","","",NA,"","1216-2016*A","Vaccinium macrocarpon","Vaccinium macrocarpon","G","Pépinière François Lemay Inc."," ","PT","JECO-FRU","15"," "," "," ","Ericaceae",""
"1284","Vaccinium macrocarpon","Cranberry","","","",NA,"","2032-2000*A","Vaccinium macrocarpon cv.","Vaccinium macrocarpon","G","Pépinière Aiglon Inc., Qc"," ","PT","JPRE-TOU","mass"," "," "," ","Ericaceae",""
"1285","Vaccinium myrtilloides","Blueberry","Tertiary","","",NA,"","2317-2000*C","Vaccinium myrtilloides","Vaccinium myrtilloides","W","Viola, Stefano","Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.","PT","JPRE-PES","2"," "," "," ","Ericaceae",""
"1286","Vaccinium myrtilloides","Blueberry","Tertiary","","",NA,"","2326-2001*B","Vaccinium myrtilloides","Vaccinium myrtilloides","W","Alain Cuerrier (botaniste)","Canada: Québec: St-Jérôme.","PT","JPRE-PES","1"," "," "," ","Ericaceae",""
"1287","Vaccinium myrtilloides","Blueberry","Tertiary","","",NA,"","2317-2000*A","Vaccinium myrtilloides","Vaccinium myrtilloides","W","Viola, Stefano","Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.","PT","JPRE-ERB","2"," "," "," ","Ericaceae",""
"1288","Vaccinium myrtilloides","Blueberry","Tertiary","","",NA,"","2317-2000*B","Vaccinium myrtilloides","Vaccinium myrtilloides","W","Viola, Stefano","Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.","PT","JPRE-PES","1"," "," "," ","Ericaceae",""
"1289","Vaccinium oxycoccos","Cranberry","Secondary","","Agronomic",NA,"Crop Quality (AG)","1926-2001*A","Vaccinium oxycoccos","Vaccinium oxycoccos","W","Alain Cuerrier, botaniste","Canada: Québec: Tourbière en exploitation, Rivière-du-Loup.","PT","JPRE-TOU","30"," "," "," ","Ericaceae",""
"1290","Vaccinium oxycoccos","Cranberry","Secondary","","Agronomic",NA,"Crop Quality (AG)","2024-2015*A","Vaccinium oxycoccos","Vaccinium oxycoccos","W","JBM - Index Seminum no. 70 (2015)","Canada: Québec: MRC La Haute-Côte-Nord: Les Escoumins, quai des pilotes. Tourbière. 7 m. 48°19'8.08""N, 69°25'01.01""W. Dumas, S. s.n. 12 Sep 2015.","SD","JAQU-E","mass"," "," "," ","Ericaceae",""
"1291","Vaccinium oxycoccos","Cranberry","Secondary","","Agronomic",NA,"Crop Quality (AG)","1239-2005*A","Vaccinium oxycoccos","Vaccinium oxycoccos","W","Stéphane Dumas","Canada: Québec.","PT","JALP-4","1"," "," "," ","Ericaceae",""
"1292","Vaccinium uliginosum","Blueberry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1491-2005*A","Vaccinium uliginosum","Vaccinium uliginosum","W","Luc Thériault","Canada: Gros-Mont, Notre-Dame-des Monts (Charlevoix). s.n. 2 Jul 2005.","PT","JALP-1","1"," "," "," ","Ericaceae",""
"1293","Vaccinium uliginosum","Blueberry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1274-2005*A","Vaccinium uliginosum","Vaccinium uliginosum","W","Lebeau, Luc (Jard. Jalp)","Canada: Québec: Baie Johan-Beetz.","PT","JALP-4","1"," "," "," ","Ericaceae",""
